EventID,EventName,EventType,Department,DayOfWeek,Season,TimeOfDay,VenueCapacity,Attendance,AttendanceLevel,FeedbackScore,EngagementIndex
698,Event_698,Cultural,ECE,Thursday,Winter,Afternoon,261,111,Medium,4.0,1.252873563
59,Event_59,Seminar,Management,Wednesday,Summer,Afternoon,433,113,Low,4.0,1.258660508
467,Event_467,Cultural,Management,Tuesday,Summer,Evening,157,86,Medium,2.0,0.541401274
590,Event_590,Workshop,Management,Tuesday,Summer,Evening,131,47,Low,5.0,1.79389313
136,Event_136,Sports,Civil,Wednesday,Summer,Afternoon,102,64,Medium,4.0,2.31372549
367,Event_367,Seminar,Civil,Monday,Summer,Evening,266,103,Low,5.0,1.563909774
69,Event_69,Seminar,Management,Wednesday,Monsoon,Evening,222,128,Medium,2.0,0.617117117
630,Event_630,Seminar,CSE,Wednesday,Summer,Afternoon,352,155,Medium,3.0,1.303977273
651,Event_651,Cultural,Management,Monday,Winter,Morning,95,51,Medium,3.0,0.863157895
354,Event_354,Seminar,CSE,Tuesday,Monsoon,Evening,61,54,High,5.0,3.803278689
220,Event_220,Workshop,Civil,Thursday,Summer,Afternoon,413,105,Low,1.0,0.249394673
342,Event_342,Seminar,ECE,Thursday,Winter,Afternoon,470,193,Medium,2.0,0.863829787
501,Event_501,Seminar,ECE,Tuesday,Monsoon,Evening,157,133,High,5.0,4.23566879
130,Event_130,Hackathon,CSE,Tuesday,Monsoon,Morning,209,110,Medium,4.0,2.583732057
357,Event_357,Seminar,ECE,Friday,Winter,Morning,92,71,High,5.0,3.130434783
165,Event_165,Sports,Mechanical,Wednesday,Summer,Afternoon,263,58,Low,3.0,0.501901141
678,Event_678,Sports,ECE,Tuesday,Winter,Evening,118,89,High,3.0,2.262711864
163,Event_163,Hackathon,Mechanical,Thursday,Summer,Morning,323,129,Low,3.0,1.486068111
277,Event_277,Hackathon,Management,Saturday,Summer,Evening,77,68,High,3.0,3.584415584
268,Event_268,Workshop,Management,Monday,Winter,Afternoon,313,85,Low,5.0,1.261980831
120,Event_120,Cultural,Civil,Thursday,Winter,Evening,386,359,High,4.0,2.79015544
271,Event_271,Sports,Civil,Monday,Summer,Afternoon,323,260,High,3.0,1.634674923
694,Event_694,Workshop,Mechanical,Tuesday,Monsoon,Evening,152,35,Low,5.0,1.151315789
449,Event_449,Workshop,ECE,Friday,Summer,Evening,439,404,High,3.0,1.867881549
455,Event_455,Seminar,ECE,Thursday,Monsoon,Afternoon,127,116,High,1.0,1.88976378
618,Event_618,Cultural,ECE,Friday,Summer,Evening,188,60,Low,4.0,0.941489362
345,Event_345,Cultural,Mechanical,Wednesday,Summer,Evening,273,212,High,5.0,3.717948718
111,Event_111,Workshop,Civil,Friday,Winter,Morning,318,254,High,5.0,3.993710692
290,Event_290,Seminar,ECE,Saturday,Winter,Morning,103,26,Low,4.0,1.213592233
308,Event_308,Seminar,CSE,Saturday,Winter,Afternoon,458,85,Low,5.0,1.015283843
253,Event_253,Seminar,Civil,Thursday,Summer,Afternoon,435,157,Low,4.0,1.027586207
261,Event_261,Cultural,Civil,Tuesday,Summer,Afternoon,158,55,Low,4.0,1.417721519
388,Event_388,Cultural,Mechanical,Monday,Winter,Evening,168,108,Medium,3.0,1.892857143
160,Event_160,Sports,Mechanical,Thursday,Monsoon,Afternoon,290,108,Low,1.0,0.682758621
28,Event_28,Cultural,ECE,Tuesday,Monsoon,Evening,331,226,Medium,5.0,2.622356495
215,Event_215,Sports,Civil,Monday,Summer,Afternoon,284,134,Medium,1.0,0.485915493
638,Event_638,Hackathon,CSE,Wednesday,Summer,Morning,411,366,High,3.0,1.785888078
72,Event_72,Hackathon,CSE,Friday,Summer,Morning,110,54,Medium,2.0,1.718181818
348,Event_348,Workshop,Mechanical,Saturday,Monsoon,Morning,104,34,Low,4.0,0.951923077
628,Event_628,Cultural,Civil,Friday,Winter,Morning,237,102,Medium,3.0,1.637130802
371,Event_371,Cultural,Management,Tuesday,Winter,Afternoon,181,42,Low,5.0,0.994475138
414,Event_414,Seminar,Mechanical,Monday,Monsoon,Afternoon,400,361,High,4.0,4.5875
175,Event_175,Seminar,CSE,Wednesday,Summer,Afternoon,477,189,Low,1.0,0.788259958
68,Event_68,Cultural,Management,Thursday,Summer,Evening,237,172,High,3.0,2.227848101
381,Event_381,Cultural,CSE,Saturday,Summer,Morning,173,70,Low,5.0,1.907514451
667,Event_667,Hackathon,CSE,Thursday,Summer,Morning,73,54,High,3.0,1.424657534
700,Event_700,Cultural,Mechanical,Monday,Summer,Evening,433,102,Low,5.0,0.951501155
47,Event_47,Cultural,Mechanical,Wednesday,Summer,Morning,250,70,Low,1.0,0.312
256,Event_256,Sports,CSE,Saturday,Winter,Morning,378,233,Medium,2.0,1.833333333
65,Event_65,Cultural,,Monday,Monsoon,Evening,121,59,Medium,3.0,0.859504132
202,Event_202,Sports,CSE,Wednesday,Monsoon,Morning,235,48,Low,1.0,0.485106383
302,Event_302,Hackathon,Civil,Wednesday,Summer,Afternoon,307,277,High,4.0,4.397394137
41,Event_41,Seminar,ECE,Friday,Monsoon,Morning,190,45,Low,4.0,0.884210526
338,Event_338,Seminar,Mechanical,Friday,Winter,Morning,224,153,High,3.0,1.455357143
108,Event_108,Seminar,Mechanical,Thursday,Summer,Morning,282,210,High,4.0,2.978723404
30,Event_30,Seminar,CSE,Saturday,Summer,Evening,376,180,Medium,2.0,0.957446809
279,Event_279,Sports,Mechanical,Saturday,Winter,Evening,487,178,Low,1.0,0.367556468
678,Event_678,Sports,ECE,Tuesday,Winter,Evening,118,94,High,4.0,2.262711864
242,Event_242,Workshop,Management,Friday,Monsoon,Morning,305,176,Medium,1.0,0.570491803
420,Event_420,Seminar,ECE,Friday,Winter,Afternoon,151,79,Medium,1.0,0.516556291
286,Event_286,Hackathon,Mechanical,Wednesday,Monsoon,Afternoon,62,43,High,2.0,2.419354839
331,Event_331,Sports,Management,Wednesday,Winter,Evening,153,118,High,4.0,2.37254902
206,Event_206,Sports,ECE,Wednesday,Summer,Afternoon,365,344,High,4.0,2.860273973
585,Event_585,Sports,Management,Tuesday,Summer,Morning,222,85,Low,3.0,1.148648649
612,Event_612,Workshop,Management,Saturday,Winter,Evening,286,149,Medium,1.0,0.503496503
370,Event_370,Hackathon,CSE,Friday,Monsoon,Morning,108,51,Medium,5.0,2.111111111
572,Event_572,Cultural,ECE,Thursday,Monsoon,Morning,372,134,Low,2.0,0.346774194
500,Event_500,Workshop,ECE,Thursday,Monsoon,Morning,309,141,Medium,5.0,1.851132686
407,Event_407,Workshop,CSE,Saturday,Monsoon,Evening,443,371,High,1.0,0.819413093
549,Event_549,Workshop,Management,Wednesday,Winter,Evening,140,32,Low,2.0,0.457142857
103,Event_103,Seminar,Civil,Saturday,Winter,Evening,280,71,Low,4.0,1.1
114,Event_114,Sports,CSE,Thursday,Summer,Afternoon,102,54,Medium,3.0,1.843137255
586,Event_586,Hackathon,CSE,Wednesday,Monsoon,Afternoon,165,149,High,4.0,2.836363636
288,Event_288,Hackathon,Civil,Wednesday,Monsoon,Morning,98,41,Medium,4.0,2.602040816
321,Event_321,Cultural,CSE,Monday,Summer,Evening,427,341,High,3.0,1.601873536
366,Event_366,Hackathon,Civil,Wednesday,Winter,Afternoon,274,94,Low,4.0,1.569343066
211,Event_211,Sports,Civil,Tuesday,Monsoon,Evening,224,127,Medium,1.0,1.107142857
427,Event_427,Workshop,Civil,Wednesday,Monsoon,Morning,223,109,Medium,3.0,2.080717489
561,Event_561,Workshop,Management,Friday,Monsoon,Morning,487,436,High,4.0,4.404517454
537,Event_537,Sports,CSE,Tuesday,Monsoon,Morning,150,60,Medium,3.0,1.34
236,Event_236,Cultural,,Tuesday,Monsoon,Afternoon,408,337,High,1.0,0.803921569
345,Event_345,Cultural,Mechanical,Wednesday,Summer,Evening,273,203,High,5.0,3.717948718
675,Event_675,Workshop,Management,Saturday,Monsoon,Afternoon,165,64,Medium,3.0,1.793939394
550,Event_550,Cultural,Civil,Thursday,Monsoon,Evening,327,305,High,1.0,0.917431193
520,Event_520,Sports,CSE,Tuesday,Summer,Afternoon,143,45,Low,4.0,1.398601399
453,Event_453,Hackathon,Mechanical,Monday,Winter,Evening,495,397,High,2.0,1.587878788
303,Event_303,Workshop,Civil,Wednesday,Winter,Morning,386,165,Medium,,1.235751295
392,Event_392,Hackathon,Mechanical,Saturday,Summer,Evening,483,445,High,3.0,2.732919255
1,Event_1,Seminar,Mechanical,Wednesday,Monsoon,Evening,257,90,Low,3.0,0.684824903
454,Event_454,Hackathon,CSE,Thursday,Monsoon,Evening,259,224,High,2.0,0.849420849
195,Event_195,Seminar,CSE,Wednesday,Monsoon,Morning,226,92,Medium,5.0,2.03539823
518,Event_518,Hackathon,ECE,Tuesday,Winter,Morning,57,57,High,2.0,1.719298246
91,Event_91,Sports,Mechanical,Friday,Summer,Morning,160,62,Low,5.0,1.9375
683,Event_683,Cultural,ECE,Friday,Winter,Evening,218,113,Medium,3.0,1.908256881
683,Event_683,Cultural,ECE,Friday,Winter,Evening,218,107,Medium,4.0,1.908256881
68,Event_68,Cultural,Management,Thursday,Summer,Evening,237,168,High,2.0,2.227848101
426,Event_426,Cultural,Mechanical,Tuesday,Summer,Afternoon,208,126,Medium,4.0,1.730769231
18,Event_18,Hackathon,ECE,Wednesday,Summer,Morning,84,38,Medium,3.0,1.535714286
625,Event_625,Cultural,ECE,Wednesday,Summer,Evening,420,89,Low,4.0,0.847619048
70,Event_70,Seminar,CSE,Saturday,Summer,Afternoon,339,70,Low,3.0,0.619469027
407,Event_407,Workshop,CSE,Saturday,Monsoon,Evening,443,357,High,1.0,0.819413093
485,Event_485,Workshop,Management,Wednesday,Winter,Afternoon,369,199,Medium,3.0,1.544715447
311,Event_311,Workshop,CSE,Monday,Winter,Morning,151,143,High,4.0,3.523178808
455,Event_455,Seminar,ECE,Thursday,Monsoon,Afternoon,127,111,High,1.0,1.88976378
623,Event_623,Seminar,Management,Thursday,Winter,Evening,125,112,High,1.0,0.896
659,Event_659,Workshop,Management,Friday,Monsoon,Afternoon,416,244,Medium,2.0,1.177884615
154,Event_154,Workshop,ECE,Wednesday,Summer,Morning,124,75,Medium,2.0,1.14516129
387,Event_387,Cultural,ECE,Friday,Winter,Morning,442,406,High,3.0,3.755656109
393,Event_393,Hackathon,ECE,Tuesday,Monsoon,Evening,380,109,Low,3.0,0.621052632
637,Event_637,Workshop,ECE,Saturday,Summer,Afternoon,328,89,Low,5.0,1.207317073
674,Event_674,Seminar,Mechanical,Friday,Monsoon,Evening,297,80,Low,5.0,1.498316498
264,Event_264,Workshop,Management,Monday,Winter,Evening,286,72,Low,5.0,0.951048951
294,Event_294,Seminar,ECE,Monday,Summer,Morning,352,72,Low,5.0,1.022727273
231,Event_231,Cultural,ECE,Tuesday,Summer,Afternoon,342,252,High,1.0,0.725146199
602,Event_602,Seminar,ECE,Tuesday,Monsoon,Evening,364,285,High,2.0,2.398351648
446,Event_446,Seminar,Civil,Monday,Monsoon,Afternoon,171,52,Low,5.0,1.520467836
656,Event_656,Workshop,Civil,Friday,Monsoon,Evening,470,263,Medium,4.0,2.712765957
179,Event_179,Hackathon,Management,Monday,Winter,Evening,205,91,Medium,2.0,0.448780488
61,Event_61,Cultural,Mechanical,Monday,Monsoon,Evening,463,440,High,1.0,0.935205184
360,Event_360,Hackathon,Management,Thursday,Summer,Morning,277,93,Low,4.0,1.061371841
216,Event_216,Sports,Management,Saturday,Winter,Afternoon,62,50,High,3.0,1.483870968
248,Event_248,Workshop,Civil,Wednesday,Winter,Evening,259,59,Low,2.0,0.525096525
629,Event_629,Seminar,Management,Saturday,Winter,Morning,248,56,Low,2.0,0.262096774
614,Event_614,Sports,CSE,Thursday,Summer,Evening,270,67,Low,5.0,1.092592593
574,Event_574,Sports,Civil,Friday,Summer,Morning,166,60,Low,1.0,0.759036145
199,Event_199,Hackathon,CSE,Monday,Summer,Afternoon,228,124,Medium,4.0,2.280701754
657,Event_657,Workshop,Mechanical,Monday,Summer,Evening,434,210,Medium,1.0,0.488479263
78,Event_78,Seminar,Management,Tuesday,Summer,Afternoon,473,109,Low,2.0,0.65961945
700,Event_700,Cultural,Mechanical,Monday,Summer,Evening,433,103,Low,5.0,0.951501155
368,Event_368,Sports,Management,Thursday,Monsoon,Morning,94,45,Medium,1.0,0.478723404
540,Event_540,Seminar,,Monday,Winter,Afternoon,304,66,Low,4.0,0.842105263
61,Event_61,Cultural,Mechanical,Monday,Monsoon,Evening,463,439,High,1.0,0.935205184
686,Event_686,Workshop,Management,Tuesday,Winter,Morning,237,85,Low,2.0,0.949367089
187,Event_187,Hackathon,ECE,Tuesday,Summer,Afternoon,211,191,High,2.0,1.857819905
351,Event_351,Cultural,Civil,Monday,Monsoon,Morning,293,158,Medium,4.0,2.71331058
129,Event_129,Hackathon,ECE,Tuesday,Monsoon,Afternoon,197,123,Medium,4.0,2.659898477
542,Event_542,Cultural,Management,Monday,Summer,Evening,265,154,Medium,4.0,2.41509434
108,Event_108,Seminar,Mechanical,Thursday,Summer,Morning,282,216,High,5.0,2.978723404
161,Event_161,Sports,CSE,Tuesday,Winter,Afternoon,398,245,Medium,1.0,0.600502513
164,Event_164,Workshop,ECE,Saturday,Monsoon,Evening,145,73,Medium,4.0,1.344827586
491,Event_491,Workshop,,Friday,Summer,Morning,406,100,Low,4.0,0.679802956
451,Event_451,Sports,CSE,Friday,Winter,Morning,111,29,Low,5.0,0.990990991
593,Event_593,Hackathon,Mechanical,Monday,Winter,Evening,163,55,Low,5.0,1.441717791
570,Event_570,Sports,Management,Friday,Summer,Afternoon,376,249,Medium,5.0,2.595744681
519,Event_519,Hackathon,Management,Monday,Summer,Afternoon,401,133,Low,5.0,1.571072319
134,Event_134,Hackathon,CSE,Thursday,Summer,Morning,461,227,Medium,4.0,1.470715835
58,Event_58,Cultural,ECE,Monday,Winter,Evening,479,424,High,5.0,4.394572025
445,Event_445,Hackathon,Management,Thursday,Monsoon,Morning,110,35,Low,4.0,1.590909091
359,Event_359,Workshop,ECE,Thursday,Summer,Afternoon,184,139,High,3.0,2.97826087
342,Event_342,Seminar,ECE,Thursday,Winter,Afternoon,470,211,Medium,1.0,0.863829787
334,Event_334,Hackathon,Mechanical,Saturday,Winter,Evening,332,254,High,4.0,2.304216867
97,Event_97,Hackathon,Management,Tuesday,Summer,Afternoon,169,71,Medium,5.0,2.159763314
502,Event_502,Workshop,Civil,Tuesday,Monsoon,Evening,420,255,Medium,1.0,0.597619048
152,Event_152,Workshop,Management,Thursday,Summer,Afternoon,403,127,Low,3.0,0.945409429
35,Event_35,Sports,CSE,Saturday,Monsoon,Morning,341,189,Medium,3.0,1.114369501
422,Event_422,Seminar,CSE,Thursday,Summer,Afternoon,487,357,High,4.0,2.924024641
79,Event_79,Seminar,Mechanical,Tuesday,Monsoon,Afternoon,194,157,High,2.0,1.567010309
190,Event_190,Sports,Civil,Monday,Winter,Afternoon,387,160,Medium,2.0,0.42118863
699,Event_699,Cultural,CSE,Tuesday,Summer,Morning,52,44,High,5.0,4.903846154
181,Event_181,Workshop,Civil,Wednesday,Summer,Morning,170,114,Medium,2.0,2.064705882
285,Event_285,Workshop,Mechanical,Monday,Winter,Evening,276,141,Medium,5.0,2.68115942
249,Event_249,Seminar,Management,Saturday,Monsoon,Morning,278,279,High,5.0,3.870503597
510,Event_510,Workshop,Management,Saturday,Summer,Afternoon,294,131,Medium,4.0,1.782312925
249,Event_249,Seminar,Management,Saturday,Monsoon,Morning,278,270,High,5.0,3.870503597
390,Event_390,Cultural,CSE,Tuesday,Summer,Evening,361,201,Medium,3.0,1.135734072
258,Event_258,Hackathon,Management,Thursday,Winter,Morning,359,161,Medium,1.0,0.420612813
691,Event_691,Hackathon,ECE,Wednesday,Winter,Evening,187,171,High,4.0,3.721925134
553,Event_553,Cultural,ECE,Saturday,Summer,Afternoon,426,94,Low,3.0,0.403755869
373,Event_373,Cultural,Mechanical,Tuesday,Summer,Evening,244,75,Low,4.0,1.008196721
122,Event_122,Seminar,Civil,Monday,Winter,Morning,72,53,High,5.0,4.305555556
450,Event_450,Cultural,Civil,Thursday,Monsoon,Afternoon,343,197,Medium,3.0,1.679300292
8,Event_8,Sports,Mechanical,Saturday,Winter,Afternoon,103,26,Low,1.0,0.563106796
275,Event_275,Sports,Civil,Saturday,Winter,Afternoon,477,108,Low,3.0,0.897274633
445,Event_445,Hackathon,Management,Thursday,Monsoon,Morning,110,34,Low,4.0,1.590909091
107,Event_107,Sports,Mechanical,Thursday,Summer,Evening,450,132,Low,3.0,1.2
388,Event_388,Cultural,Mechanical,Monday,Winter,Evening,168,110,Medium,4.0,1.892857143
506,Event_506,Workshop,Management,Monday,Summer,Morning,403,364,High,4.0,2.724565757
643,Event_643,Hackathon,Mechanical,Thursday,Winter,Evening,158,107,Medium,2.0,2.012658228
271,Event_271,Sports,Civil,Monday,Summer,Afternoon,323,259,High,1.0,1.634674923
333,Event_333,Workshop,CSE,Tuesday,Winter,Morning,235,180,High,2.0,1.531914894
215,Event_215,Sports,Civil,Monday,Summer,Afternoon,284,141,Medium,1.0,0.485915493
679,Event_679,Hackathon,CSE,Monday,Monsoon,Evening,400,157,Low,2.0,1.125
137,Event_137,Seminar,ECE,Thursday,Monsoon,Afternoon,457,316,High,3.0,2.853391685
604,Event_604,Seminar,Management,Thursday,Summer,Evening,90,23,Low,4.0,1.277777778
472,Event_472,Hackathon,ECE,Friday,Monsoon,Evening,382,215,Medium,2.0,1.12565445
672,Event_672,Workshop,Management,Saturday,Summer,Morning,482,200,Medium,5.0,2.136929461
563,Event_563,Hackathon,ECE,Wednesday,Monsoon,Morning,296,274,High,5.0,3.756756757
310,Event_310,Hackathon,,Wednesday,Winter,Evening,160,96,Medium,2.0,0.5875
552,Event_552,Cultural,Mechanical,Friday,Winter,Evening,204,119,Medium,3.0,1.882352941
661,Event_661,Hackathon,Management,Thursday,Monsoon,Morning,332,254,High,1.0,1.487951807
340,Event_340,Seminar,ECE,Wednesday,Monsoon,Morning,282,71,Low,,0.287234043
113,Event_113,Hackathon,CSE,Thursday,Summer,Morning,452,326,High,5.0,2.89380531
160,Event_160,Sports,Mechanical,Thursday,Monsoon,Afternoon,290,101,Low,3.0,0.682758621
458,Event_458,Sports,CSE,Wednesday,Monsoon,Afternoon,446,278,Medium,1.0,0.64573991
650,Event_650,Cultural,CSE,Tuesday,Monsoon,Afternoon,152,130,High,1.0,0.921052632
479,Event_479,Hackathon,Management,Saturday,Summer,Evening,321,290,High,1.0,0.903426791
296,Event_296,Hackathon,ECE,Thursday,Summer,Morning,123,72,Medium,3.0,2.666666667
393,Event_393,Hackathon,ECE,Tuesday,Monsoon,Evening,380,118,Low,2.0,0.621052632
252,Event_252,Seminar,Mechanical,Monday,Summer,Afternoon,80,70,High,1.0,0.875
220,Event_220,Workshop,Civil,Thursday,Summer,Afternoon,413,96,Low,1.0,0.249394673
532,Event_532,Cultural,ECE,Friday,Monsoon,Afternoon,93,50,Medium,2.0,0.580645161
640,Event_640,Hackathon,Management,Thursday,Monsoon,Afternoon,448,274,Medium,4.0,2.482142857
359,Event_359,Workshop,ECE,Thursday,Summer,Afternoon,184,132,High,3.0,2.97826087
87,Event_87,Workshop,ECE,Friday,Monsoon,Evening,371,300,High,4.0,2.442048518
327,Event_327,Sports,CSE,Thursday,Monsoon,Afternoon,168,82,Medium,1.0,0.494047619
538,Event_538,Sports,CSE,Tuesday,Monsoon,Afternoon,205,56,Low,4.0,1.243902439
433,Event_433,Seminar,Management,Thursday,Winter,Evening,133,19,Low,1.0,0.218045113
241,Event_241,Sports,ECE,Wednesday,Summer,Morning,195,190,High,4.0,3.897435897
405,Event_405,Seminar,Mechanical,Thursday,Summer,Morning,75,29,Medium,5.0,2.333333333
192,Event_192,Hackathon,Management,Thursday,Winter,Evening,356,297,High,5.0,3.370786517
687,Event_687,Hackathon,CSE,Wednesday,Summer,Morning,103,43,Medium,1.0,0.45631068
58,Event_58,Cultural,ECE,Monday,Winter,Evening,479,421,High,5.0,4.394572025
607,Event_607,Seminar,Civil,Friday,Winter,Morning,427,359,High,3.0,3.456674473
69,Event_69,Seminar,Management,Wednesday,Monsoon,Evening,222,139,Medium,1.0,0.617117117
177,Event_177,Sports,CSE,Saturday,Monsoon,Evening,369,276,High,2.0,1.495934959
339,Event_339,Hackathon,ECE,Monday,Winter,Afternoon,271,248,High,4.0,4.557195572
472,Event_472,Hackathon,ECE,Friday,Monsoon,Evening,382,207,Medium,3.0,1.12565445
488,Event_488,Sports,Mechanical,Tuesday,Summer,Evening,495,300,Medium,5.0,2.35959596
679,Event_679,Hackathon,CSE,Monday,Monsoon,Evening,400,160,Low,2.0,1.125
46,Event_46,Workshop,Mechanical,Friday,Winter,Morning,177,37,Low,1.0,0.429378531
293,Event_293,Workshop,Civil,Monday,Summer,Evening,93,92,High,1.0,0.989247312
354,Event_354,Seminar,CSE,Tuesday,Monsoon,Evening,61,58,High,3.0,3.803278689
54,Event_54,Hackathon,Mechanical,Monday,Summer,Afternoon,153,55,Low,1.0,0.705882353
262,Event_262,Sports,ECE,Tuesday,Summer,Evening,392,247,Medium,5.0,3.137755102
184,Event_184,Cultural,Mechanical,Tuesday,Monsoon,Evening,196,194,High,5.0,4.948979592
269,Event_269,Hackathon,Civil,Friday,Summer,Morning,312,72,Low,2.0,0.493589744
693,Event_693,Seminar,Management,Thursday,Summer,Evening,440,403,High,1.0,0.911363636
366,Event_366,Hackathon,Civil,Wednesday,Winter,Afternoon,274,88,Low,5.0,1.569343066
674,Event_674,Seminar,Mechanical,Friday,Monsoon,Evening,297,90,Low,4.0,1.498316498
119,Event_119,Workshop,Management,Monday,Summer,Evening,80,59,Medium,4.0,3.4375
195,Event_195,Seminar,CSE,Wednesday,Monsoon,Morning,226,95,Medium,5.0,2.03539823
226,Event_226,Workshop,Mechanical,Thursday,Monsoon,Evening,250,87,Low,5.0,1.9
158,Event_158,Hackathon,,Friday,Summer,Evening,128,102,High,2.0,1.6875
326,Event_326,Workshop,Management,Saturday,Winter,Evening,389,149,Low,2.0,0.393316195
332,Event_332,Cultural,ECE,Thursday,Monsoon,Morning,141,68,Medium,4.0,2.411347518
636,Event_636,Workshop,CSE,Thursday,Monsoon,Evening,181,174,High,4.0,2.784530387
78,Event_78,Seminar,Management,Tuesday,Summer,Afternoon,473,108,Low,3.0,0.65961945
487,Event_487,Workshop,CSE,Saturday,Summer,Afternoon,139,93,Medium,1.0,1.26618705
332,Event_332,Cultural,ECE,Thursday,Monsoon,Morning,141,65,Medium,4.0,2.411347518
674,Event_674,Seminar,Mechanical,Friday,Monsoon,Evening,297,93,Low,4.0,1.498316498
138,Event_138,Cultural,ECE,Friday,Summer,Evening,384,106,Low,4.0,1.083333333
412,Event_412,Cultural,Civil,Monday,Summer,Afternoon,409,396,High,4.0,2.93398533
79,Event_79,Seminar,Mechanical,Tuesday,Monsoon,Afternoon,194,143,High,3.0,1.567010309
408,Event_408,Seminar,Management,Monday,Summer,Afternoon,350,318,High,4.0,3.6
420,Event_420,Seminar,ECE,Friday,Winter,Afternoon,151,73,Medium,1.0,0.516556291
375,Event_375,Workshop,Management,Thursday,Winter,Afternoon,206,80,Low,4.0,1.436893204
406,Event_406,Hackathon,Management,Friday,Winter,Afternoon,74,62,High,4.0,2.972972973
614,Event_614,Sports,CSE,Thursday,Summer,Evening,270,59,Low,5.0,1.092592593
482,Event_482,Seminar,Civil,Thursday,Monsoon,Morning,301,74,Low,4.0,1.22923588
600,Event_600,Hackathon,Civil,Friday,Monsoon,Morning,392,289,High,2.0,2.18877551
